space_id,space_name,space_longname,spatialzone_name,spatialzone_longname,spatialzone_type,storey_id,storey_name,building_id,building_name,parent_id,parent_name,parent_type,parent_longname
b8ecb908-5f21-4971-9efe-e7c6855402f6,ROOM:1717918,ROOM,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c6855402fa,TOILET:1717906,TOILET,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c6855402fd,BATHROOM:1717909,BATHROOM,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c68554079b,STAIRCASE:1717235,STAIRCASE,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c685540c12,ROOM:1718394,ROOM,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c685540c15,SAUNA:1718397,SAUNA,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
b8ecb908-5f21-4971-9efe-e7c685540c1c,ROOM:1718388,ROOM,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
bb5ff938-1bb6-4260-baa2-106c2f52871c,WASHING ROOM:1702203,WASHING ROOM,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
bb5ff938-1bb6-4260-baa2-106c2f52876c,SAUNA:1702219,SAUNA,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
c54f3399-552a-417f-a507-cf8cda4a2f64,STAIRCASE:1721370,STAIRCASE,,,,fa6d430e-becf-4766-8734-2958fea68219,Level_03,05587af9-f099-4553-a05b-106372672cd3,,fa6d430e-becf-4766-8734-2958fea68219,Level_03,IfcBuildingStorey,Level_03
c54f3399-552a-417f-a507-cf8cda4a2f6a,SAUNA:1721364,SAUNA,,,,fa6d430e-becf-4766-8734-2958fea68219,Level_03,05587af9-f099-4553-a05b-106372672cd3,,fa6d430e-becf-4766-8734-2958fea68219,Level_03,IfcBuildingStorey,Level_03
c62eca08-0b22-4423-885a-82cb1c458ca1,CHASE:2001010,CHASE,,,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,05587af9-f099-4553-a05b-106372672cd3,,458c0e49-01bb-11d5-9302-0000863f251b,Level_02,IfcBuildingStorey,Level_02
cb42a962-2ae3-4df4-8dfb-f3e6c5096d29,Pyörähdysympyrä 13:Turning Free Space 1500:1672399,,,,,,,,,c54f3399-552a-417f-a507-cf8cda4a2f64,STAIRCASE:1721370,IfcSpace,STAIRCASE
cb42a962-2ae3-4df4-8dfb-f3e6c5096d3e,Pyörähdysympyrä 14:Turning Free Space 1500:1672408,,,,,,,,,65d681d3-06bc-4853-be8c-94f762e8ecd7,STAIRCASE:1721459,IfcSpace,STAIRCASE
cb42a962-2ae3-4df4-8dfb-f3e6c5096d64,Pyörähdysympyrä 12:Turning Free Space 1500:1672322,,,,,,,,,b8ecb908-5f21-4971-9efe-e7c68554079b,STAIRCASE:1717235,IfcSpace,STAIRCASE
cf6c0021-77a5-4b2a-9008-16a3d2cad120,TOILET:1434583,TOILET,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
cf6c0021-77a5-4b2a-9008-16a3d2cad1d3,GYM:1434404,GYM,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
cf6c0021-77a5-4b2a-9008-16a3d2cad407,TOILET / ACCESSIBLE:1435376,TOILET / ACCESSIBLE,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
cf8a9188-d597-45b8-837c-7668edc6a1d0,STAIRCASE:1704856,STAIRCASE,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
d7b448dd-a18e-4e8c-a527-87ca9022d380,4,Lämmitetty nettoala,,,,,,,,a72e48c5-05d6-4017-83b3-c7fee6b88e05,Lämmitetty nettoala,IfcGroup,
d7b448dd-a18e-4e8c-a527-87ca9022d380,4,Lämmitetty nettoala,,,,be768381-8d69-4d59-bdb6-bc2a005db069,Level_04,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db069,Level_04,IfcBuildingStorey,Level_04
d881150a-cf45-4f59-b080-48879ce33485,Pyörähdysympyrä 27:Turning Free Space 1500:1824289,,,,,,,,,da3e7aea-b630-46a8-8f61-d0c638cb0b66,PARKING / ACCESSIBLE:1402214,IfcSpace,PARKING / ACCESSIBLE
d9c3bdc8-8b33-424a-b7c7-de3a24954543,Pyörähdysympyrä 43:Pyörähdysympyrä 1500:1399673,,,,,,,,,cf8a9188-d597-45b8-837c-7668edc6a1d0,STAIRCASE:1704856,IfcSpace,STAIRCASE
d9c3bdc8-8b33-424a-b7c7-de3a249545ae,Pyörähdysympyrä 1:Turning Free Space 1500:1399700,,,,,,,,,da3e7aea-b630-46a8-8f61-d0c638cb0915,TOILET / ACCESSIBLE:1402645,IfcSpace,TOILET / ACCESSIBLE
d9c3bdc8-8b33-424a-b7c7-de3a24957d8f,COMMUNAL SPACE:1401781,COMMUNAL SPACE,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
da3e7aea-b630-46a8-8f61-d0c638cb0915,TOILET / ACCESSIBLE:1402645,TOILET / ACCESSIBLE,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
da3e7aea-b630-46a8-8f61-d0c638cb0b66,PARKING / ACCESSIBLE:1402214,PARKING / ACCESSIBLE,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
e4940126-4962-4810-9387-9cb2fb5f48cf,Pyörähdysympyrä 16:Turning Free Space 1500:1698190,,,,,,,,,328f0778-34bd-44b8-8007-d579f58d69bc,ROOM:1721311,IfcSpace,ROOM
e6d91338-448c-4dbc-a702-10a95c33f1c9,KITCHEN:1880390,KITCHEN,,,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,05587af9-f099-4553-a05b-106372672cd3,,be768381-8d69-4d59-bdb6-bc2a005db3ad,Basement,IfcBuildingStorey,Basement
e779a225-68fd-429f-b944-faaf70e06cca,VESTIBULE:1398339,VESTIBULE,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
f2f44971-f998-4af9-8a33-8be9309abf5a,Pyörähdysympyrä 41:Turning Free Space 1500:1961067,,,,,,,,,e779a225-68fd-429f-b944-faaf70e06cca,VESTIBULE:1398339,IfcSpace,VESTIBULE
fb913978-b782-4d75-8662-3ba8b91393c0,KITCHEN:1713710,KITCHEN,,,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,05587af9-f099-4553-a05b-106372672cd3,,e3e052f9-0156-11d5-9301-0000863f269a,Level_01,IfcBuildingStorey,Level_01
fd5684ff-8bbd-4f03-b2a3-e4ecb9383986,Pyörähdysympyrä 20:Turning Free Space 1500:1714068,,,,,,,,,cf6c0021-77a5-4b2a-9008-16a3d2cad407,TOILET / ACCESSIBLE:1435376,IfcSpace,TOILET / ACCESSIBLE
